RP:1	PR:LOC:(63548356,63556669)@chr19@Human
RP:4008	PR:LOC:(75092571,75332003)@chr13@Human
RP:400800	PR:LOC:(195849383,196094092)@chr1@Human
RP:400804	PR:LOC:(217891665,217898033)@chr1@Human
RP:400807	PR:LOC:(180688847,180709849)@chr5@Human
RP:400809	PR:LOC:(223041552,223100038)@chr1@Human
RP:400812	PR:LOC:(243593854,243598904)@chr1@Human
RP:400813	PR:LOC:(243818923,243822118)@chr1@Human
RP:400816	PR:LOC:(97008,101032)@chr1|NT_079486@Human
RP:400818	PR:LOC:(164476,183524)@chr1|NT_077949@Human
RP:400823	PR:LOC:(219298953,219312542)@chr1@Human
RP:400829	PR:LOC:(144718725,144722988)@chr1@Human
RP:400830	PR:LOC:(186377,189735)@chr20@Human
RP:400831	PR:LOC:(1132098,1136916)@chr20@Human
RP:400832	PR:LOC:(1730934,1732665)@chr20@Human
RP:400836	PR:LOC:(10314604,10316466)@chr20@Human
RP:400839	PR:LOC:(24128403,24153224)@chr20@Human
RP:400840	PR:LOC:(25698594,25729886)@chr20@Human
RP:400841	PR:LOC:(28127243,28134874)@chr20@Human
RP:400842	PR:LOC:(30561248,30636353)@chr20@Human
RP:400843	PR:LOC:(33327578,33329535)@chr20@Human
RP:400844	PR:LOC:(35738726,35745050)@chr20@Human
RP:400846	PR:LOC:(43497326,43510379)@chr20@Human
RP:400847	PR:LOC:(46038913,46040634)@chr20@Human
RP:400849	PR:LOC:(58105169,58109835)@chr20@Human
RP:400852	PR:LOC:(61290172,61295507)@chr20@Human
RP:400855	PR:LOC:(62427154,62429887)@chr20@Human
RP:400856	PR:LOC:(13477238,13492269)@chr21@Human
RP:400858	PR:LOC:(13678381,13754021)@chr21@Human
RP:400860	PR:LOC:(24722925,24784492)@chr21@Human
RP:400861	PR:LOC:(32315150,32315968)@chr21@Human
RP:400863	PR:LOC:(34243100,34258130)@chr21@Human
RP:400865	PR:LOC:(36399049,36403858)@chr21@Human
RP:400866	PR:LOC:(39032818,39057180)@chr21@Human
RP:400867	PR:LOC:(39171085,39232223)@chr21@Human
RP:400870	PR:LOC:(43607640,43610874)@chr21@Human
RP:400876	PR:LOC:(45234207,45238430)@chr21@Human
RP:400877	PR:LOC:(45837996,45841749)@chr21@Human
RP:400879	PR:LOC:(14535518,14538827)@chr22@Human
RP:400880	PR:LOC:(14583533,14622484)@chr22@Human
RP:400888	PR:LOC:(19907626,19958435)@chr22@Human
RP:400890	PR:LOC:(19635211,19643521)@chr22@Human
RP:400891	PR:LOC:(19724830,19732322)@chr22@Human
RP:400892	PR:LOC:(19781859,19800627)@chr22@Human
RP:4009	PR:LOC:(161904583,162056675)@chr1@Human
RP:400916	PR:LOC:(22432576,22434695)@chr22@Human
RP:400920	PR:LOC:(23999846,24003752)@chr22@Human
RP:400921	PR:LOC:(24096332,24130194)@chr22@Human
RP:400923	PR:LOC:(28425293,28440428)@chr22@Human
RP:400924	PR:LOC:(28748777,28751048)@chr22@Human
RP:400926	PR:LOC:(35566575,35568744)@chr22@Human
RP:400927	PR:LOC:(37057040,37140284)@chr22@Human
RP:400930	PR:LOC:(44794498,44796695)@chr22@Human
RP:400931	PR:LOC:(44802402,44828037)@chr22@Human
RP:400933	PR:LOC:(48129034,48193190)@chr22@Human
RP:400934	PR:LOC:(48263190,48270982)@chr22@Human
RP:400935	PR:LOC:(48735399,48753545)@chr22@Human
RP:400937	PR:LOC:(187877,192605)@chr2@Human
RP:400939	PR:LOC:(5786950,5798389)@chr2@Human
RP:400940	PR:LOC:(6072708,6075627)@chr2@Human
RP:400941	PR:LOC:(6819899,6861040)@chr2@Human
RP:400942	PR:LOC:(8650561,8674520)@chr2@Human
RP:400943	PR:LOC:(10093884,10096756)@chr2@Human
RP:400944	PR:LOC:(14726218,14740363)@chr2@Human
RP:400945	PR:LOC:(19089357,19148354)@chr2@Human
RP:400946	PR:LOC:(19970820,19998924)@chr2@Human
RP:400948	PR:LOC:(27204987,27206734)@chr2@Human
RP:400949	PR:LOC:(41886269,41887401)@chr2@Human
RP:400950	PR:LOC:(42074159,42092594)@chr2@Human
RP:400951	PR:LOC:(45068290,45074441)@chr2@Human
RP:400952	PR:LOC:(45313132,45393731)@chr2@Human
RP:400953	PR:LOC:(54257844,54265404)@chr2@Human
RP:400954	PR:LOC:(54863850,55109068)@chr2@Human
RP:400955	PR:LOC:(59055272,59202552)@chr2@Human
RP:400957	PR:LOC:(60986546,61020100)@chr2@Human
RP:400958	PR:LOC:(65040625,65128185)@chr2@Human
RP:400960	PR:LOC:(70101046,70225798)@chr2@Human
RP:400961	PR:LOC:(71321524,71365205)@chr2@Human
RP:400962	PR:LOC:(74636300,74640957)@chr2@Human
RP:400963	PR:LOC:(85054545,85055481)@chr2@Human
RP:400964	PR:LOC:(85202892,85206128)@chr2@Human
RP:400965	PR:LOC:(86964401,86967017)@chr2@Human
RP:400966	PR:LOC:(87010112,87335410)@chr2@Human
RP:400968	PR:LOC:(87491232,87491881)@chr2@Human
RP:400969	PR:LOC:(88949215,88964103)@chr2@Human
RP:400984	PR:LOC:(95634200,95635195)@chr2@Human
RP:400985	PR:LOC:(95877283,95887790)@chr2@Human
RP:400987	PR:LOC:(96068266,96079556)@chr2@Human
RP:400988	PR:LOC:(97744757,97777753)@chr2@Human
RP:400992	PR:LOC:(104940473,104947647)@chr2@Human
RP:400999	PR:LOC:(113115640,113119652)@chr2@Human
RP:401	PR:LOC:(71627770,71632852)@chr11@Human
RP:4010	PR:LOC:(126456352,126538284)@chr9@Human
RP:401002	PR:LOC:(131943388,131944544)@chr2@Human
RP:401005	PR:LOC:(130512635,130523241)@chr2@Human
RP:401006	PR:LOC:(131272556,131283336)@chr2@Human
RP:401007	PR:LOC:(131746066,131809239)@chr2@Human
RP:401010	PR:LOC:(132033946,132036170)@chr2@Human
RP:401011	PR:LOC:(132556036,132558695)@chr2@Human
RP:401013	PR:LOC:(133516222,134013095)@chr2@Human
RP:401014	PR:LOC:(145259116,145668028)@chr2@Human
RP:401015	PR:LOC:(158060493,158062527)@chr2@Human
RP:401016	PR:LOC:(160371222,160372090)@chr2@Human
RP:401018	PR:LOC:(168395509,168398123)@chr2@Human
RP:401019	PR:LOC:(172199232,172201693)@chr2@Human
RP:401020	PR:LOC:(176818062,176820000)@chr2@Human
RP:401021	PR:LOC:(176824830,176830626)@chr2@Human
RP:401024	PR:LOC:(186496034,186523522)@chr2@Human
RP:401025	PR:LOC:(187054878,187176376)@chr2@Human
RP:401026	PR:LOC:(191200589,191224597)@chr2@Human
RP:401027	PR:LOC:(197495515,197500506)@chr2@Human
RP:401028	PR:LOC:(198069615,198071233)@chr2@Human
RP:401029	PR:LOC:(202889697,202892158)@chr2@Human
RP:401030	PR:LOC:(207100314,207110332)@chr2@Human
RP:401032	PR:LOC:(224390950,224414262)@chr2@Human
RP:401034	PR:LOC:(231727759,231737574)@chr2@Human
RP:401036	PR:LOC:(236884095,236932258)@chr2@Human
RP:401037	PR:LOC:(237750077,237776460)@chr2@Human
RP:401038	PR:LOC:(238303620,238317168)@chr2@Human
RP:401039	PR:LOC:(239577252,239584219)@chr2@Human
RP:401040	PR:LOC:(240236249,240244042)@chr2@Human
RP:401044	PR:LOC:(242644466,242646595)@chr2@Human
RP:401045	PR:LOC:(242684559,242687068)@chr2@Human
RP:401047	PR:LOC:(118573,146015)@chr2|NT_079503@Human
RP:401048	PR:LOC:(4507575,4510042)@chr3@Human
RP:401050	PR:LOC:(8237834,8518337)@chr3@Human
RP:401051	PR:LOC:(9413870,9439665)@chr3@Human
RP:401052	PR:LOC:(10023102,10027779)@chr3@Human
RP:401053	PR:LOC:(11078980,11102507)@chr3@Human
RP:401054	PR:LOC:(13949554,13953445)@chr3@Human
RP:401056	PR:LOC:(18461109,18485696)@chr3@Human
RP:401057	PR:LOC:(19962415,19964201)@chr3@Human
RP:401058	PR:LOC:(23211568,23222717)@chr3@Human
RP:401059	PR:LOC:(24135475,24138478)@chr3@Human
RP:401061	PR:LOC:(42950748,42953281)@chr3@Human
RP:401062	PR:LOC:(46033520,46037161)@chr3@Human
RP:401065	PR:LOC:(49033436,49033966)@chr3@Human
RP:401067	PR:LOC:(51826659,51839912)@chr3@Human
RP:401068	PR:LOC:(53055212,53057178)@chr3@Human
RP:401070	PR:LOC:(64039077,64048079)@chr3@Human
RP:401072	PR:LOC:(70745439,70749502)@chr3@Human
RP:401074	PR:LOC:(75804114,75811144)@chr3@Human
RP:401076	PR:LOC:(76565859,76567269)@chr3@Human
RP:401078	PR:LOC:(88189979,88190887)@chr3@Human
RP:401079	PR:LOC:(99916839,99935189)@chr3@Human
RP:401080	PR:LOC:(101004233,101007592)@chr3@Human
RP:401081	PR:LOC:(110319953,110351646)@chr3@Human
RP:401082	PR:LOC:(110611527,110696704)@chr3@Human
RP:401085	PR:LOC:(126980275,126999494)@chr3@Human
RP:401087	PR:LOC:(130201812,130228951)@chr3@Human
RP:401089	PR:LOC:(140148774,140155528)@chr3@Human
RP:401093	PR:LOC:(153468529,153470113)@chr3@Human
RP:401095	PR:LOC:(157911894,157915526)@chr3@Human
RP:401097	PR:LOC:(161425785,161427046)@chr3@Human
RP:401098	PR:LOC:(161650272,161652659)@chr3@Human
RP:401100	PR:LOC:(173920004,173923797)@chr3@Human
RP:401101	PR:LOC:(178642411,178952989)@chr3@Human
RP:401102	PR:LOC:(182927065,183527819)@chr3@Human
RP:401103	PR:LOC:(183647460,183686852)@chr3@Human
RP:401105	PR:LOC:(189379033,189448288)@chr3@Human
RP:401106	PR:LOC:(195673925,195720305)@chr3@Human
RP:401109	PR:LOC:(197357817,197376071)@chr3@Human
RP:401110	PR:LOC:(198201857,198215604)@chr3@Human
RP:401111	PR:LOC:(180680116,180685776)@chr5@Human
RP:401112	PR:LOC:(252690,255721)@chr4@Human
RP:401113	PR:LOC:(560957,568655)@chr4@Human
RP:401114	PR:LOC:(1134990,1137319)@chr4@Human
RP:401115	PR:LOC:(2010920,2012927)@chr4@Human
RP:401119	PR:LOC:(7221039,7223184)@chr4@Human
RP:401121	PR:LOC:(9036378,9037970)@chr4@Human
RP:401123	PR:LOC:(26885396,26896295)@chr4@Human
RP:401124	PR:LOC:(36105810,36168012)@chr4@Human
RP:401125	PR:LOC:(37715286,37776999)@chr4@Human
RP:401126	PR:LOC:(38443878,38448762)@chr4@Human
RP:401127	PR:LOC:(39302867,39305652)@chr4@Human
RP:401128	PR:LOC:(39351116,39356478)@chr4@Human
RP:401131	PR:LOC:(49006080,49122211)@chr4@Human
RP:401132	PR:LOC:(57329883,57333308)@chr4@Human
RP:401134	PR:LOC:(65608765,65702457)@chr4@Human
RP:401135	PR:LOC:(68395768,68416986)@chr4@Human
RP:401136	PR:LOC:(68883008,68912564)@chr4@Human
RP:401137	PR:LOC:(71200715,71211412)@chr4@Human
RP:401138	PR:LOC:(71565058,71579219)@chr4@Human
RP:401142	PR:LOC:(88148523,88155023)@chr4@Human
RP:401145	PR:LOC:(91513360,92060333)@chr4@Human
RP:401147	PR:LOC:(106910571,106959674)@chr4@Human
RP:401149	PR:LOC:(119843637,119913737)@chr4@Human
RP:401151	PR:LOC:(120490072,120499054)@chr4@Human
RP:401152	PR:LOC:(120579090,120583203)@chr4@Human
RP:401155	PR:LOC:(133245780,133257330)@chr4@Human
RP:401157	PR:LOC:(144124295,144126727)@chr4@Human
RP:401164	PR:LOC:(189695453,189782168)@chr4@Human
RP:401165	PR:LOC:(190845352,190873159)@chr4@Human
RP:401166	PR:LOC:(249984,254526)@chr5@Human
RP:401169	PR:LOC:(1416697,1433182)@chr5@Human
RP:401172	PR:LOC:(6363554,6392165)@chr5@Human
RP:401175	PR:LOC:(12847701,12848438)@chr5@Human
RP:401176	PR:LOC:(16233147,16238694)@chr5@Human
RP:401177	PR:LOC:(17432015,17473834)@chr5@Human
RP:401178	PR:LOC:(29485769,29491298)@chr5@Human
RP:401180	PR:LOC:(34692168,34702700)@chr5@Human
RP:401182	PR:LOC:(38879207,38882110)@chr5@Human
RP:401188	PR:LOC:(57075194,57083301)@chr5@Human
RP:401190	PR:LOC:(63838208,63943882)@chr5@Human
RP:401196	PR:LOC:(69230332,69233153)@chr5@Human
RP:401197	PR:LOC:(72056995,72057869)@chr5@Human
RP:401199	PR:LOC:(73968877,73972794)@chr5@Human
RP:4012	PR:LOC:(96297555,96390496)@chr5@Human
RP:401202	PR:LOC:(93774447,93850598)@chr5@Human
RP:401204	PR:LOC:(98896192,98900376)@chr5@Human
RP:401206	PR:LOC:(115415446,115417042)@chr5@Human
RP:401207	PR:LOC:(126408950,126437074)@chr5@Human
RP:401210	PR:LOC:(138298542,138300605)@chr5@Human
RP:401212	PR:LOC:(148766719,148773853)@chr5@Human
RP:401215	PR:LOC:(154177388,154178975)@chr5@Human
RP:401216	PR:LOC:(167012811,167020061)@chr5@Human
RP:401217	PR:LOC:(171645282,171657985)@chr5@Human
RP:401218	PR:LOC:(172122122,172122866)@chr5@Human
RP:401220	PR:LOC:(175418676,175420950)@chr5@Human
RP:401222	PR:LOC:(177142352,177144628)@chr5@Human
RP:401224	PR:LOC:(178124472,178178042)@chr5@Human
RP:401225	PR:LOC:(178298284,178300831)@chr5@Human
RP:401230	PR:LOC:(1562523,1566801)@chr6@Human
RP:401232	PR:LOC:(2933932,2936400)@chr6@Human
RP:401233	PR:LOC:(2966058,2968856)@chr6@Human
RP:401234	PR:LOC:(10619120,10622765)@chr6@Human
RP:401235	PR:LOC:(11624129,11625069)@chr6@Human
RP:401236	PR:LOC:(17236148,17239582)@chr6@Human
RP:401237	PR:LOC:(21774654,22322711)@chr6@Human
RP:401238	PR:LOC:(23962861,24081148)@chr6@Human
RP:401242	PR:LOC:(28935381,28939106)@chr6@Human
RP:401247	PR:LOC:(30888622,30906415)@chr6@Human
RP:401250	PR:LOC:(31604718,31605987)@chr6@Human
RP:401252	PR:LOC:(32331466,32341593)@chr6@Human
RP:401253	PR:LOC:(33661861,33669093)@chr6@Human
RP:401254	PR:LOC:(33986857,33993963)@chr6@Human
RP:401255	PR:LOC:(34327501,34355879)@chr6@Human
RP:401256	PR:LOC:(35226433,35239991)@chr6@Human
RP:401258	PR:LOC:(36773606,36808938)@chr6@Human
RP:401260	PR:LOC:(40420062,40431723)@chr6@Human
RP:401261	PR:LOC:(42844606,42861278)@chr6@Human
RP:401262	PR:LOC:(43381682,43384508)@chr6@Human
RP:401263	PR:LOC:(47975304,48144348)@chr6@Human
RP:401264	PR:LOC:(52549343,52556742)@chr6@Human
RP:401265	PR:LOC:(53624343,53626863)@chr6@Human
RP:401268	PR:LOC:(84474950,84483151)@chr6@Human
RP:401269	PR:LOC:(86043862,86057285)@chr6@Human
RP:401270	PR:LOC:(100075591,100087784)@chr6@Human
RP:401271	PR:LOC:(109977580,110047192)@chr6@Human
RP:401278	PR:LOC:(146152099,146154802)@chr6@Human
RP:401280	PR:LOC:(157768503,157772337)@chr6@Human
RP:401281	PR:LOC:(159978398,159980612)@chr6@Human
RP:401282	PR:LOC:(163729785,163738476)@chr6@Human
RP:401284	PR:LOC:(166726543,166735368)@chr6@Human
RP:401285	PR:LOC:(167554536,167566807)@chr6@Human
RP:401286	PR:LOC:(167886080,167898459)@chr6@Human
RP:401287	PR:LOC:(169636730,169664198)@chr6@Human
RP:401288	PR:LOC:(170006518,170016553)@chr6@Human
RP:401289	PR:LOC:(170498683,170506607)@chr6@Human
RP:401291	PR:LOC:(1279064,1279801)@chr6|NT_078020@Human
RP:401293	PR:LOC:(654107,666486)@chr6|NT_078020@Human
RP:401295	PR:LOC:(242983,246818)@chr6|NT_078023@Human
RP:401296	PR:LOC:(1505687,1507202)@chr7@Human
RP:4013	PR:LOC:(123491321,123522829)@chr11@Human
RP:401303	PR:LOC:(5635988,5660628)@chr7@Human
RP:401305	PR:LOC:(6736683,6743870)@chr7@Human
RP:401308	PR:LOC:(10264180,10265334)@chr7@Human
RP:401312	PR:LOC:(22384467,22474651)@chr7@Human
RP:401313	PR:LOC:(23374928,23399259)@chr7@Human
RP:401316	PR:LOC:(27269214,27272605)@chr7@Human
RP:401317	PR:LOC:(28222236,28223616)@chr7@Human
RP:401320	PR:LOC:(30370952,30385944)@chr7@Human
RP:401321	PR:LOC:(32573131,32575776)@chr7@Human
RP:401322	PR:LOC:(32588445,32651422)@chr7@Human
RP:401324	PR:LOC:(35126706,35189326)@chr7@Human
RP:401327	PR:LOC:(39646410,39647557)@chr7@Human
RP:401328	PR:LOC:(41750043,41775448)@chr7@Human
RP:401329	PR:LOC:(42607745,42615336)@chr7@Human
RP:401330	PR:LOC:(43798803,43803135)@chr7@Human
RP:401331	PR:LOC:(43839043,43854731)@chr7@Human
RP:401335	PR:LOC:(47468082,47474486)@chr7@Human
RP:401336	PR:LOC:(51227990,51230308)@chr7@Human
RP:401337	PR:LOC:(53497411,53653833)@chr7@Human
RP:401344	PR:LOC:(55579588,55599886)@chr7@Human
RP:401345	PR:LOC:(56325025,56370314)@chr7@Human
RP:401351	PR:LOC:(62253430,62256297)@chr7@Human
RP:401353	PR:LOC:(62298307,62299967)@chr7@Human
RP:401354	PR:LOC:(62300873,62303737)@chr7@Human
RP:401356	PR:LOC:(62476867,62485523)@chr7@Human
RP:401357	PR:LOC:(56661215,56689797)@chr7@Human
RP:401358	PR:LOC:(62835886,62892847)@chr7@Human
RP:401363	PR:LOC:(64635893,64650074)@chr7@Human
RP:401367	PR:LOC:(65556171,65564921)@chr7@Human
RP:401375	PR:LOC:(72104562,72139687)@chr7@Human
RP:401383	PR:LOC:(75348106,75387447)@chr7@Human
RP:401384	PR:LOC:(78727661,78733800)@chr7@Human
RP:401385	PR:LOC:(86332933,86437531)@chr7@Human
RP:401386	PR:LOC:(90622751,90788408)@chr7@Human
RP:401387	PR:LOC:(91418853,91439167)@chr7@Human
RP:401388	PR:LOC:(95755589,95777486)@chr7@Human
RP:401389	PR:LOC:(131202535,131214805)@chr3@Human
RP:401391	PR:LOC:(98415848,98449740)@chr7@Human
RP:401393	PR:LOC:(99223040,99237624)@chr7@Human
RP:401394	PR:LOC:(101683901,101685679)@chr7@Human
RP:401396	PR:LOC:(104188068,104248499)@chr7@Human
RP:401397	PR:LOC:(112350729,112352543)@chr7@Human
RP:401398	PR:LOC:(124163882,124379239)@chr7@Human
RP:401399	PR:LOC:(127584861,127595686)@chr7@Human
RP:4014	PR:LOC:(150045273,150047671)@chr1@Human
RP:401400	PR:LOC:(127620652,127626346)@chr7@Human
RP:401403	PR:LOC:(130803960,130804638)@chr7@Human
RP:401407	PR:LOC:(136216049,136220301)@chr7@Human
RP:401409	PR:LOC:(139560631,139579134)@chr7@Human
RP:401410	PR:LOC:(140565563,140569374)@chr7@Human
RP:401427	PR:LOC:(143393437,143394369)@chr7@Human
RP:401428	PR:LOC:(143432760,143435672)@chr7@Human
RP:401431	PR:LOC:(149002434,149008579)@chr7@Human
RP:401433	PR:LOC:(150512605,150515152)@chr7@Human
RP:401434	PR:LOC:(151261683,151267294)@chr7@Human
RP:401437	PR:LOC:(154674247,154688527)@chr7@Human
RP:401440	PR:LOC:(9543,11728)@chr8@Human
RP:401441	PR:LOC:(582363,591884)@chr8@Human
RP:401442	PR:LOC:(678548,680374)@chr8@Human
RP:401444	PR:LOC:(1909451,1942509)@chr8@Human
RP:401445	PR:LOC:(2715384,2718161)@chr8@Human
RP:401447	PR:LOC:(7177319,7178911)@chr8@Human
RP:401449	PR:LOC:(7164567,7170595)@chr8@Human
RP:401450	PR:LOC:(7934911,7935879)@chr8@Human
RP:401454	PR:LOC:(12340348,12413242)@chr8@Human
RP:401456	PR:LOC:(16104676,16170854)@chr8@Human
RP:401459	PR:LOC:(49665514,49669733)@chr8@Human
RP:401460	PR:LOC:(55871683,55917225)@chr8@Human
RP:401463	PR:LOC:(65649422,65652374)@chr8@Human
RP:401464	PR:LOC:(67266900,67272104)@chr8@Human
RP:401466	PR:LOC:(86313540,86319902)@chr8@Human
RP:401467	PR:LOC:(86885989,86897839)@chr8@Human
RP:401470	PR:LOC:(93223624,93225863)@chr8@Human
RP:401471	PR:LOC:(102088381,102098923)@chr8@Human
RP:401472	PR:LOC:(103888226,103891375)@chr8@Human
RP:401474	PR:LOC:(119459408,119703301)@chr8@Human
RP:401475	PR:LOC:(128167669,128186268)@chr8@Human
RP:401476	PR:LOC:(129487689,129496809)@chr8@Human
RP:401477	PR:LOC:(130760563,130765679)@chr8@Human
RP:401478	PR:LOC:(138890869,139164970)@chr8@Human
RP:401480	PR:LOC:(142469221,142471856)@chr8@Human
RP:401483	PR:LOC:(144802973,144809731)@chr8@Human
RP:401485	PR:LOC:(69546017,69548667)@chr5@Human
RP:401490	PR:LOC:(988542,997349)@chr9@Human
RP:401491	PR:LOC:(2412702,2611413)@chr9@Human
RP:401492	PR:LOC:(13396462,13421400)@chr9@Human
RP:401494	PR:LOC:(20993620,21023230)@chr9@Human
RP:401495	PR:LOC:(21999467,22145245)@chr9@Human
RP:401497	PR:LOC:(30378933,30565010)@chr9@Human
RP:401498	PR:LOC:(32773497,32777397)@chr9@Human
RP:401499	PR:LOC:(33009952,33015428)@chr9@Human
RP:4015	PR:LOC:(121429918,121441853)@chr5@Human
RP:401500	PR:LOC:(33031762,33034798)@chr9@Human
RP:401504	PR:LOC:(37027937,37078288)@chr9@Human
RP:401506	PR:LOC:(37893786,37895635)@chr9@Human
RP:401507	PR:LOC:(39361054,39367939)@chr9@Human
RP:401508	PR:LOC:(40864264,40871239)@chr9@Human
RP:401509	PR:LOC:(41505881,41509172)@chr9@Human
RP:401510	PR:LOC:(43394789,43397173)@chr9@Human
RP:401511	PR:LOC:(42212542,42215834)@chr9@Human
RP:401513	PR:LOC:(43949629,43963534)@chr9@Human
RP:401518	PR:LOC:(64244649,64247188)@chr9@Human
RP:401520	PR:LOC:(64730459,64731102)@chr9@Human
RP:401522	PR:LOC:(44673530,44681096)@chr9@Human
RP:401525	PR:LOC:(66758777,66762182)@chr9@Human
RP:401528	PR:LOC:(67222726,67246069)@chr9@Human
RP:401529	PR:LOC:(67768228,67768869)@chr9@Human
RP:401530	PR:LOC:(68149890,68174906)@chr9@Human
RP:401531	PR:LOC:(79235740,79236415)@chr9@Human
RP:401533	PR:LOC:(81930795,81933237)@chr9@Human
RP:401534	PR:LOC:(85365059,85367860)@chr9@Human
RP:401535	PR:LOC:(86928562,87004195)@chr9@Human
RP:401537	PR:LOC:(88168879,88232739)@chr9@Human
RP:401539	PR:LOC:(89454561,89564228)@chr9@Human
RP:401540	PR:LOC:(90584338,90585284)@chr9@Human
RP:401541	PR:LOC:(92442094,92457001)@chr9@Human
RP:401544	PR:LOC:(95861571,95863592)@chr9@Human
RP:401545	PR:LOC:(99660971,99662200)@chr9@Human
RP:401546	PR:LOC:(110041396,110049387)@chr9@Human
RP:401548	PR:LOC:(112592837,112716821)@chr9@Human
RP:401549	PR:LOC:(112946557,112953332)@chr9@Human
RP:401550	PR:LOC:(121726469,121805552)@chr9@Human
RP:401551	PR:LOC:(124660928,124699463)@chr9@Human
RP:401553	PR:LOC:(129330465,129335310)@chr9@Human
RP:401554	PR:LOC:(129982443,129986052)@chr9@Human
RP:401562	PR:LOC:(137152193,137156047)@chr9@Human
RP:401563	PR:LOC:(137197753,137207071)@chr9@Human
RP:401565	PR:LOC:(137413873,137418059)@chr9@Human
RP:401570	PR:LOC:(141897,143989)@chr1|NT_086608@Human
RP:401577	PR:LOC:(2504759,2549737)@chrX@Human
RP:401578	PR:LOC:(8243156,8244283)@chrX@Human
RP:401579	PR:LOC:(9027696,9052982)@chrX@Human
RP:401581	PR:LOC:(18997643,18999854)@chrX@Human
RP:401583	PR:LOC:(36144785,36162795)@chrX@Human
RP:401584	PR:LOC:(40505137,40506899)@chrX@Human
RP:401585	PR:LOC:(45463585,45469346)@chrX@Human
RP:401588	PR:LOC:(46161093,46163925)@chrX@Human
RP:401589	PR:LOC:(51626992,51630387)@chrX@Human
RP:401590	PR:LOC:(51775999,51779394)@chrX@Human
RP:401599	PR:LOC:(75659921,76017763)@chrX@Human
RP:4016	PR:LOC:(72005873,72031529)@chr15@Human
RP:401600	PR:LOC:(79871572,79991993)@chrX@Human
RP:401601	PR:LOC:(82809972,82834381)@chrX@Human
RP:401602	PR:LOC:(92283362,92286159)@chrX@Human
RP:401605	PR:LOC:(92349362,92349984)@chrX@Human
RP:401606	PR:LOC:(95032885,95035458)@chrX@Human
RP:401607	PR:LOC:(98997333,99000986)@chrX@Human
RP:401610	PR:LOC:(101611038,101632766)@chrX@Human
RP:401611	PR:LOC:(103022034,103023105)@chrX@Human
RP:401612	PR:LOC:(103150043,103207853)@chrX@Human
RP:401613	PR:LOC:(110561046,110571772)@chrX@Human
RP:401616	PR:LOC:(117743471,117773731)@chrX@Human
RP:401619	PR:LOC:(145181746,145188922)@chrX@Human
RP:401620	PR:LOC:(150935132,150938108)@chrX@Human
RP:401621	PR:LOC:(152806031,152807413)@chrX@Human
RP:401622	PR:LOC:(154150638,154153257)@chrX@Human
RP:401623	PR:LOC:(154274375,154276994)@chrX@Human
RP:401624	PR:LOC:(154813669,154819031)@chrX@Human
RP:401625	PR:LOC:(11499,39420)@chrX|NT_078110@Human
RP:401628	PR:LOC:(2504759,2549737)@chrY@Human
RP:401629	PR:LOC:(18125141,18130270)@chrY@Human
RP:401630	PR:LOC:(18875759,18880892)@chrY@Human
RP:401634	PR:LOC:(25941247,25957987)@chrY@Human
RP:401637	PR:LOC:(15081204,15081857)@chr10@Human
RP:401638	PR:LOC:(28765176,28766016)@chr10@Human
RP:401640	PR:LOC:(33386543,33397559)@chr10@Human
RP:401642	PR:LOC:(42151534,42172713)@chr10@Human
RP:401646	PR:LOC:(79498960,79500788)@chr10@Human
RP:401647	PR:LOC:(99603287,99614043)@chr10@Human
RP:401648	PR:LOC:(104965456,104966547)@chr10@Human
RP:401650	PR:LOC:(135366811,135367494)@chr10@Human
RP:401660	PR:LOC:(4256513,4257098)@chr11@Human
RP:401661	PR:LOC:(4668567,4669508)@chr11@Human
RP:401662	PR:LOC:(4809939,4810875)@chr11@Human
RP:401663	PR:LOC:(4837426,4838370)@chr11@Human
RP:401664	PR:LOC:(4854363,4855309)@chr11@Human
RP:401665	PR:LOC:(4859706,4860689)@chr11@Human
RP:401667	PR:LOC:(4932578,4933519)@chr11@Human
RP:401675	PR:LOC:(6106416,6107359)@chr11@Human
RP:401676	PR:LOC:(14372023,14419801)@chr11@Human
RP:401677	PR:LOC:(29253922,29254727)@chr11@Human
RP:401679	PR:LOC:(46108214,46121721)@chr11@Human
RP:401687	PR:LOC:(55595163,55596098)@chr11@Human
RP:401692	PR:LOC:(57889970,57890617)@chr11@Human
RP:401696	PR:LOC:(59015701,59016659)@chr11@Human
RP:4017	PR:LOC:(23210641,23317575)@chr8@Human
RP:401700	PR:LOC:(70771295,70793633)@chr11@Human
RP:401701	PR:LOC:(70954280,70969495)@chr11@Human
RP:401703	PR:LOC:(71668843,71669874)@chr11@Human
RP:401704	PR:LOC:(84409514,84410345)@chr11@Human
RP:401705	PR:LOC:(91739526,91740064)@chr11@Human
RP:401708	PR:LOC:(121989362,121990424)@chr11@Human
RP:401713	PR:LOC:(17033327,17034486)@chr12@Human
RP:401715	PR:LOC:(36760160,36814264)@chr12@Human
RP:401717	PR:LOC:(42340448,42341171)@chr12@Human
RP:401718	PR:LOC:(47035709,47036595)@chr12@Human
RP:401720	PR:LOC:(50493991,50506144)@chr12@Human
